19, Private, 294029, 11th, 7, Never-married, Sales, Own-child, Other, Female, 0, 0, 32, Nicaragua, <=50K
26, Private, 197967, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, <=50K
29, Private, 413297, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, Mexico, <=50K
45, Private, 240841, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 152189, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, State-gov, 85874, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
45, Self-emp-not-inc, 176814, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
51, Local-gov, 133336, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
22, Private, 362623, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
67, ?, 37170, 7th-8th, 4, Divorced, ?, Not-in-family, White, Male, 0, 0, 3, United-States, <=50K
28, Private, 30912, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 35448, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
33, Private, 173248, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 35, United-States, <=50K
37, Private, 49626, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 43, United-States, <=50K
19, Private, 102723, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
90, ?, 166343, 1st-4th, 2, Widowed, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
35, Private, 168322, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 131117, 7th-8th, 4, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 38, Columbia, <=50K
20, ?, 210474, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K
25, Private, 110138, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 107452, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 160594, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
32, Local-gov, 186784, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 5013, 0, 45, United-States, <=50K
70, Local-gov, 334666, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 12, United-States, <=50K
65, ?, 191380, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 9386, 0, 50, United-States, >50K
57, Private, 104272, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 19491, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 128715, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
34, Private, 128063, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 36, United-States, <=50K
26, Self-emp-not-inc, 37023, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 78, United-States, <=50K
44, Private, 68748, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K
66, Private, 140576, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Local-gov, 327435, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 202729, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Private, 277471, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 189670, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 50, United-States, <=50K
61, Private, 204908, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 171841, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 78247, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 68895, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, Mexico, <=50K
27, Private, 56658, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male, 0, 0, 8, United-States, <=50K
58, Local-gov, 259216, 9th, 5, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
37, State-gov, 270278, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 12, Puerto-Rico, <=50K
56, Private, 238806, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 26, United-States, <=50K
36, Private, 111128, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
29, Private, 119429, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
28, Private, 73037, 10th, 6, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
61, Self-emp-not-inc, 84409, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
66, Self-emp-not-inc, 274451, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, >50K
31, Private, 246439, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7298, 0, 50, United-States, >50K
21, Private, 124242, Assoc-acdm, 12, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
67, Self-emp-not-inc, 123393, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 6418, 0, 58, United-States, >50K
26, Private, 159732, HS-grad, 9, Widowed, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 161415, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
33, Private, 157568, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 168030, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
59, State-gov, 349910, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 10605, 0, 50, United-States, >50K
82, Self-emp-inc, 130329, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, State-gov, 56964, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
29, Private, 370509, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, France, >50K
19, Private, 106306, Some-college, 10, Divorced, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 56480, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 1, United-States, <=50K
41, Private, 115932, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K
55, Private, 154580, 10th, 6, Married-civ-spouse, Other-service, Husband, Black, Male, 2580, 0, 40, United-States, <=50K
27, Private, 404421, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
33, Private, 194901, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
43, State-gov, 164790, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Male, 0, 0, 50, United-States, >50K
72, Federal-gov, 94242, Some-college, 10, Widowed, Tech-support, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
68, Self-emp-not-inc, 365020, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 160512, HS-grad, 9, Separated, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 170331, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
30, Private, 101266, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 100252, Bachelors, 13, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male, 99999, 0, 70, United-States, >50K
54, Private, 217718, 5th-6th, 3, Married-spouse-absent, Other-service, Unmarried, Black, Female, 0, 0, 30, Haiti, <=50K
32, Private, 170154, Assoc-acdm, 12, Separated, Exec-managerial, Unmarried, White, Female, 25236, 0, 50, United-States, >50K
56, Private, 105281, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K
39, ?, 361838, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 6, United-States, >50K
41, State-gov, 283917, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
48, Private, 39530, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
66, Self-emp-not-inc, 212185, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 48, United-States, <=50K
25, Self-emp-inc, 90752, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
31, Private, 202450, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1573, 40, United-States, <=50K
32, Private, 168138, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 2597, 0, 48, United-States, <=50K
51, Private, 159755, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K
42, Private, 191765, HS-grad, 9, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 2339, 40, Trinadad&Tobago, <=50K
22, ?, 210802, Some-college, 10, Never-married, ?, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
31, Private, 340880, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
43, Self-emp-not-inc, 113211, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 134509, Some-college, 10, Never-married, Transport-moving, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
20, State-gov, 147280, HS-grad, 9, Never-married, Other-service, Other-relative, Other, Male, 0, 0, 40, United-States, <=50K
40, Private, 145441, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
65, Private, 398001, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
53, Private, 31588, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 52, United-States, >50K
56, Private, 189975, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 60, United-States, >50K
51, State-gov, 231495, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, United-States, >50K
38, ?, 121135, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 186916, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
49, Self-emp-inc, 213140, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, United-States, >50K
47, Private, 176893, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Black, Male, 8614, 0, 44, United-States, >50K
22, Private, 115244, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 313243, Some-college, 10, Separated, Craft-repair, Not-in-family, White, Male, 0, 2444, 45, United-States, >50K
41, Local-gov, 169995, Some-college, 10, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
19, Private, 198459, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 2001, 40, United-States, <=50K
27, Local-gov, 66824, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, 3325, 0, 43, United-States, <=50K
48, Self-emp-not-inc, 52240, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 25, United-States, >50K
52, Private, 35305, 7th-8th, 4, Never-married, Other-service, Own-child, White, Female, 0, 0, 7, United-States, <=50K
61, State-gov, 186451, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
45, Self-emp-not-inc, 160724, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 45, China, >50K
29, Private, 210464, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 207685, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 21, United-States, <=50K
38, Private, 233717, Some-college, 10, Divorced, Exec-managerial, Unmarried, Black, Male, 0, 0, 60, United-States, <=50K
32, Private, 222205, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
37, Private, 167613, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 148773, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Local-gov, 68268, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 174533, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 273230, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
25, Private, 187502, HS-grad, 9, Never-married, Sales, Own-child, Black, Male, 0, 0, 24, United-States, <=50K
47, Private, 209320, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
49, Self-emp-not-inc, 56841, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K
55, Private, 254627, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 42703, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 374137, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 196385, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 192930, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 10, United-States, <=50K
39, Private, 99527, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 185437, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
43, Private, 247162, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, Federal-gov, 131534, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
18, Private, 184693, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, Mexico, <=50K
27, Private, 704108, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 220262, Assoc-acdm, 12, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 95654, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 60, United-States, <=50K
67, Private, 89346, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Private, 94392, 11th, 7, Separated, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
21, Private, 334113, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 32763, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K
31, Private, 136651, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
51, Self-emp-not-inc, 240236, Assoc-acdm, 12, Separated, Sales, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K
29, Private, 53271, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Private, 31493, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, >50K
32, Private, 195891, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
31, Local-gov, 209103, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 3464, 0, 45, United-States, <=50K
26, Private, 211424, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
